Name,Age,Genre,Story
Alfie Gives a Hand,Age 0-2,Tale,"Alfie, a small but helpful hedgehog, finds himself surrounded by creatures in need. A clumsy squirrel loses its acorns, a lonely spider struggles to build its web, and a grumpy badger has lost its favorite spoon. With a smile and a kind heart, Alfie lends a hand, weaving a web of friendship and proving that even the smallest acts of kindness can make a big difference."
The Little Fir Tree,Age 1-3,folktale,"In a winter forest, a little fir tree dreams of being chosen for Christmas. But despite its perfect shape, it's deemed too small and overlooked. A gentle sparrow befriends the little tree, reminding it that true beauty lies not in size but in the kindness it offers. When a lost rabbit seeks shelter within its branches, the little tree finds its purpose, spreading warmth and joy in a way far greater than any ornament."
The Odyssey (Abridged),Age  0-3,Humor,"Odysseus, a cunning (and slightly boastful) Greek hero, sets sail for home after a ten-year Trojan War detour. Between cyclopes with bad manners, sirens with catchy tunes, and a vengeful god with a lightning fetish, Odysseus' journey is one comedic mishap after another. With his loyal crew (mostly) by his side, he survives sea monsters, outwits goddesses, and finally reaches Ithaca, proving that sometimes, the greatest adventure is just getting home."
The Nights Before Christmas,Age 0-3,Mystery,"On the eve of Christmas Eve, three children discover a cryptic note hinting at a hidden family treasure. Armed with flashlights and detective skills, they embark on a nighttime scavenger hunt through their ancestral home, solving riddles and piecing together clues left by their mischievous great-grandmother. As they chase shadows and unlock secret passages, the spirit of Christmas fills the air, culminating in a magical discovery that warms their hearts and strengthens their bond."
Into the Jungle: Stories for Mowgli,Age 0-2,Fantasy,"Deep within the Indian jungle, Mowgli, the man-cub raised by wolves, shares thrilling tales with his animal friends. Baloo the bear recounts a honey heist gone wrong, Bagheera the panther describes a daring rescue from a poacher's snare, and Kaa the python weaves a hypnotic story of ancient secrets. These jungle epics, filled with bravery, laughter, and lessons about the natural world, remind us of the wild spirit that lives within us all."
The Snowman,Age 1-3,Fairytale,"On a snowy Christmas Eve, a group of children build a snowman with a mischievous glint in his button eyes. As the moon rises, the snowman comes alive, whisking them away on a magical adventure through the moonlit streets. They fly through starry skies, meet talking snow creatures, and even sing carols with angels. By morning, they return home with memories that will forever warm their hearts, reminding them that the magic of Christmas lies in the shared wonder of childhood."
Life Doesn't Frighten Me,Age 3-5,Poetry,"This lyrical poem celebrates the courage to embrace life's challenges. From towering waves to whispering fears, the speaker confronts uncertainties with a determined heart, finding strength in resilience and beauty in the unknown. Each verse is a battle cry, urging us to step outside our comfort zones and dance with the wild energy of existence, for life, in all its mess, is a thrilling adventure waiting to be lived."
"Mr Mistoffelees, The Conjuring Cat",Age 0-3,Fantasy,"In a Victorian mansion crackling with secrets, a mischievous magician cat, Mr Mistoffelees, weaves illusions, communicates with shadows, and guides a curious child towards a hidden portal to a realm of dancing flames and whispering wishes."
"Quick, Let's Get Out of Here!",Age 0+,"Sci-Fi, Comedy","After accidentally shrinking their spaceship with a faulty ray gun, two bumbling alien tourists are stranded on Earth, dodging curious cats, outsmarting nosy park rangers, and using inflatable bubblegum as a makeshift spaceship to blast off before anyone discovers their hilarious secret."
Arabel's Raven,Age 1-5,Mystery,"A lonely girl named Arabel befriends a talking raven, Edgar, who leads her on moonlit scavenger hunts through her crumbling ancestral home, each clue revealing a piece of her family's forgotten history and a looming danger they must face together."
The Land of Green Ginger,Age 1-4,Adventure,"A band of misfit orphans stumbles upon a shimmering portal hidden within a forgotten spice shop, transporting them to a fantastical land of floating islands, singing mushrooms, and mischievous gremlins who guard the secret to everlasting youth."
Matilda,Age 1-5,Magical Realism,"In a world where grown-ups are obsessed with rules and routine, a precocious little girl named Matilda discovers she possesses telekinetic powers, using them to prank her tyrannical headmistress, levitate her classmates' lunches, and create a haven of laughter and wonder in her otherwise dreary life."
Revolting Rhymes,Age 2-6,Humor,"Classic fairy tales get a darkly comedic twist as Red Riding Hood outwits the wolf with a slingshot of licorice bullets, Goldilocks becomes a porridge-slinging pirate captain, and Jack transforms into a giant-slaying beanstalk botanist."
Aristotle,Age 0-3,Fiction,"Young Aristotle, curious and restless, leaves his sheltered life in Macedonia to join Plato's Academy in Athens, where he clashes with Socrates' teachings, delves into the mysteries of philosophy, and embarks on a quest to understand the true nature of the world."
Horrid Henry,Age 1-3,Comedy,"Horrid Henry, the world's naughtiest little boy, hatches a series of outlandish pranks to disrupt Christmas Day - from hiding baby brother Perfect Peter's present to turning the turkey into a bouncy castle, all while dodging his exasperated parents and perfecting his signature burp symphony."
Little House in the Big Woods,Age 2-7,Fiction,"In the heart of the American wilderness, the Ingalls family builds a new life in a log cabin, Laura and Mary exploring the wonders of the forest, Pa hunting for food, and Ma weaving stories as they face the challenges of a pioneer life with resilience and love."
The Enchanted Wood,Age 2-6,Fantasy,"Four children stumble into the mysterious Enchanted Wood, a land where talking animals, grumpy giants, and mischievous fairies hold sway. Guided by a wise old woodwose, they must overcome talking riddles, outsmart a band of bumbling robbers, and discover the true meaning of friendship before finding their way back home."
The Milly-Molly-Mandy Storybook,Age 2-6,Adventure,"In a world painted with sunshine and giggles, little Milly-Molly-Mandy embarks on a grand adventure with her fuzzy teddy, Mr. Fuzzy, searching for a missing rainbow, braving the whispers of the talking woods, and discovering the magic of friendship along the way."
The Cat Who Came in Off the Roof,Age 3-6,Mystery,"On a stormy night, a ginger cat with emerald eyes appears at a little girl's window, carrying a cryptic message in its collar. Together, they unravel a hidden family secret, decipher clues woven into nursery rhymes, and face a lurking danger in the shadows of an old Victorian mansion."
Blobheads,Age 0-4,"Sci-Fi, Comedy","On a space station orbiting a squiggly planet, blob-shaped aliens with jiggly appendages and an obsession with bubblegum try to run a galactic convenience store, facing slapstick mishaps, malfunctioning robots, and a grumpy space-snail inspector with a penchant for prune jam."
The Grunts All at Sea,Age 0-3,Adventure,"Captain Grunt and his grumpy crew of pirates, plagued by sea-sickness and terrible singing voices, set sail in search of the legendary Golden Banana, encountering singing mermaids, mischievous monkeys, and a kraken with a fondness for sea shanties."
The Iron Man,Age 3-6,Fantasy,"In a kingdom ruled by rust and shadow, a blacksmith's son discovers a magical hammer that transforms him into a mighty Iron Man. He must face a fire-breathing dragon, forge alliances with talking spiders, and restore the light to his land before it consumes itself in darkness."
The Story of the Treasure Seekers,Age 2-5,Adventure,"Two siblings stumble upon a dusty map in their attic, leading them on a thrilling treasure hunt through crumbling ruins, booby-trapped tunnels, and hidden chambers, all while evading greedy collectors and deciphering riddles whispered by long-dead pirates."
The Story of Doctor Dolittle,Age 0+,Folktale,"In a bustling city where animals and humans mingle, a kind veterinarian named Doctor Dolittle can talk to all creatures. He journeys to a land of giant spiders with itchy feet, cures a grumpy king with a case of the giggles, and teaches humans and animals alike the importance of understanding each other."
The Best of Pippi Longstocking,Age 4-6,Comedy,"The world's strongest redhead, Pippi Longstocking, sets off on a whirlwind of mischief with her horse and monkey companions, outsmarting bullies with superkicks, baking exploding cakes, and turning her quaint Swedish village into an upside-down wonderland of laughter and chaos."
Animal Tales,Age 1-4,Fantasy,"A wise old owl gathers the forest creatures around a crackling campfire, sharing fantastical tales of talking squirrels who fly on dandelion seeds, foxes who outwit cunning farmers, and rabbits who hold moonlit tea parties under enchanted mushrooms."
No Kiss For Mother,Age 3-6,Tale,"On Christmas Eve, a grumpy teenager refuses to kiss her mother under the mistletoe, setting off a chain reaction of hurt feelings, forgotten memories, and unexpected revelations about family secrets and the true meaning of the holidays."
Mister Skip,Age 2-6,Fantasy,"In a world where everyone must jump to move, a peculiar boy named Mister Skip can only walk. Shunned by his hopping community, he discovers a hidden land beneath the ground, ruled by friendly mole-people and powered by the rhythm of his footsteps. He must lead them back to the surface and teach his own people the power of diversity."
The Wind in the Willows,Age 3-6,Adventure,"Ratty, Mole, Badger, and the impulsive Toad find themselves embroiled in a daring riverboat race against the villainous weasels, navigating treacherous rapids, outsmarting cunning traps, and relying on their unwavering friendship to claim victory and protect their beloved River Bank."
Farm Boy,Age 2-5,Adventure,"A young boy on a remote farmstead longs for adventure beyond the endless fields and chores. When a traveling tinker arrives with tales of talking dragons and hidden kingdoms, he sets off on a daring journey, relying on his farm-honed skills and newfound friends to face unknown dangers and discover his own potential."
The Thousand Nights and One Night,Age 1-4,Fantasy,"Scheherazade, a courageous storyteller, weaves mesmerizing tales of djinns, princesses, and enchanted cities to save herself and other women from the wrath of a vengeful king. With each moonlit night, her captivating narratives spark a connection with the king, testing his heart and challenging his preconceived notions."
The Adventures of Tintin,Age 0-4,Mystery,"Tintin, the intrepid young reporter, joins a cryptic expedition to a hidden African temple, rumored to hold a legendary diamond. Facing treacherous traps, cunning smugglers, and a mysterious curse, he must unravel ancient puzzles, rely on his sharp wit and faithful dog Snowy, and expose the truth before it's too late."
Shola and the Lions,Age 0-3,Fiction,"In war-torn Nigeria, a young girl named Shola is separated from her family during a violent raid. Finding refuge with a pride of lions, she bonds with a fierce lioness named Laila, learns the ways of the savanna, and embarks on a perilous journey to reunite with her tribe and fight for peace in her land."
Higglety Pigglety Pop! or There Must Be More To Life,Age 3-5,Tale,"In a nonsensical world where pigs fly backwards and houses wear trousers, Pip the sock puppet and Penelope the talking pencil embark on a series of wacky adventures, searching for the elusive meaning of life while encountering singing vegetables, grumpy clouds, and a dancing teapot with a philosophical bent."
The Four Branches of the Mabinogi,Age 2-6,Folktale,"Four branches, intertwined like the roots of a mystical tree, tell tales of magic and war in ancient Wales. From the love triangle of Pwyll, Dyfed, and Rhiannon to the epic exploits of Bran the Blessed, each branch reveals the complexities of fate, honor, and the enduring power of Celtic mythology."
The Merchant of Venice: A Shakespeare Story,Age 2-6,Fiction,"In Venice, Shylock, a scorned Jewish moneylender, demands a pound of flesh from Antonio, a Christian merchant, when his business loan defaults. As Portia, a resourceful heiress, enters the fray to save Antonio, the city grapples with prejudice, revenge, and the true meaning of justice."
My Naughty Little Sister,Age 0-3,Humor,"Life gets chaotic when Max's little sister, Lily, arrives on the scene with boundless energy and an uncanny knack for causing mayhem. From exploding science experiments to runaway hamsters and epic pillow fights, Max's patience is tested at every turn, but amidst the chaos, he discovers the unexpected joys of siblinghood and the unique bond of laughter, shared secrets, and unconditional love."
Hair in Funny Places,Age 3-5,Humor,"Barnaby, a boy with an unruly mop of hair, embarks on a wacky day where his hair sprouts flowers, grows into balloons, and even becomes a furry bird's nest, leading him on a series of hilarious adventures around his quirky town."
Buried Alive!,Age 3-6,Mystery,"Trapped six feet underground in a collapsed coffin, Amelia, an archaeologist cursed by a vengeful pharaoh, must use her wits and archaeological knowledge to outsmart claustrophobia, booby traps, and venomous snakes to claw her way back to the living."
Cliffhanger,Age 0-5,Adventure,"Scaling a sheer rock face in a treacherous mountain pass, Kai, a skilled climber framed for a crime, is pursued by relentless bounty hunters. With each precarious handhold and icy gust of wind, he must push his limits, confront his past, and defy gravity to reach the summit and clear his name."
Shahnameh: The Persian Book of Kings,Age 2+,Fantasy,"In ancient Persia, Rostam, a mythical hero of superhuman strength, embarks on a series of epic quests to protect his kingdom from monstrous demons, rival empires, and the capricious whims of the gods, his legendary deeds echoing through the ages and shaping the destiny of his nation."
A Little Princess,Age 2-5,Folktale,"Sara Crewe, a spirited young girl orphaned and ostracized in a strict boarding school, uses her unwavering optimism and boundless imagination to transform her bleak reality, inspiring kindness in others, befriending outcasts, and ultimately finding her own strength and resilience in the face of adversity."
Fungus the Bogeyman,Age 3-5,Fantasy,"Fungus, a friendly bogeyman with a passion for baking cookies and telling bedtime stories, faces eviction from his beloved Boo Manor by the grumpy Grumpitch, the head monster. He must concoct a monstrously delicious plan to win over Grumpitch and prove that even bogeymen deserve a home filled with laughter and friendship."
Even More Nonsense,Age 0-4,Humor,"Lewis Carroll's nonsensical world gets even weirder as the Cheshire Cat teams up with the Mad Hatter to host a tea party at the bottom of the rabbit hole, inviting Tweedledee and Tweedledum, a singing Jabberwocky, and a grumpy Unicorn to join their chaotic festivities."
Paddington Here and Now,Age 1-3,Adventure,"Paddington Bear, now a beloved resident of London, navigates the bustling city life of the 21st century, using his marmalade wisdom and charming naivety to tackle contemporary challenges like recycling, social media etiquette, and even helping his neighbors survive a power outage."
Willy the Dreamer,Age 0-4,Magical Realism,"Willy, a daydreamer perpetually lost in fantastical worlds of his own creation, discovers that his imaginary friends are actually real, living in a hidden dimension accessible only through his vivid imagination. He must learn to balance his fantastical adventures with the real world, using his unique abilities to help others and bring a touch of magic to their lives."
Changes,Age 4+,Adventure,"This collection explores the transformative power of change, featuring tales of a caterpillar defying metamorphosis, a robot discovering the beauty of imperfection, a snowman learning to embrace the warmth of summer, and a young girl finding strength and independence after losing her sight."
The Iron Man,Age 9-11,Sci-Fi,"Tony Stark, a billionaire playboy inventor, is captured and forced to build a weapon of mass destruction. He escapes, dons a powered armor he secretly built, and becomes Iron Man, vowing to use technology for good."
Pages & Co: Tilly and the Bookwanderers,Age 9+,Fantasy,"Tilly, a bookish girl, discovers a magical bookstore that allows her to enter fictional worlds. She joins the Bookwanderers, protectors of these stories, and faces magical creatures and treacherous plots."
Thomasina,Age 10+,Fiction,"In 1850s London, a stray cat befriends a lonely young girl named Thomasina. Their bond strengthens as they navigate poverty, illness, and the harsh realities of the Victorian era."
The Snow Queen,Age 8+,Fairy Tale,"Gerda embarks on a perilous journey to rescue her friend Kai from the clutches of the Snow Queen, who has frozen his heart. She faces blizzards, talking animals, and magical obstacles in her quest for true friendship."
The Story of a Seagull and the Cat Who Taught her to Fly,Age 8+,Fiction,"Kit, a mischievous cat, befriends a seagull named Lucky who longs to join her brothers in the sky. Kit, despite his fear of heights, devises ingenious ways to help Lucky soar, teaching her courage and self-belief."
Charlie and the Chocolate Factory,Age 8+,Adventure,"Charlie Bucket wins a golden ticket and enters Willy Wonka's fantastical chocolate factory. He witnesses fantastical creations, meets quirky Oompa Loompas, and learns valuable lessons about greed and humility."
100 Brilliant Poems for Children,Age 8+,Rhymes,"A collection of poems exploring themes of nature, animals, imagination, friendship, and laughter, sparking creativity and joy in young readers."
Northern Lights,Age 10+,Mystery,"When the Aurora Borealis illuminates a remote Norwegian village, secrets and folklore come alive. As teenagers investigate strange occurrences, they encounter ancient magic and uncover a hidden truth about their community."
Millions,Age 9+,Adventure,"Two young brothers inherit millions after their parents die in a bizarre accident. They embark on a hilarious and heartwarming journey, evading greedy relatives and learning valuable lessons about life, responsibility, and family."
Alex Rider Mission 4: Eagle Strike,Age 11+,Mystery,"Teenage secret agent Alex Rider infiltrates a high-tech American military base to prevent a rogue general from launching a biological weapon. He faces high-tech gadgets, deadly assassins, and moral dilemmas in this edge-of-your-seat adventure."
Fat Boy Swim,Age 10+,Folktale,"Dylan, a chubby teenager facing bullying and family turmoil, finds solace in the local swimming pool. He joins the swim team, overcoming his insecurities and discovering strength and determination. Through dedication and camaraderie, Dylan builds confidence and learns that beauty comes in all shapes and sizes."
Alex Rider Mission 2: Point Blanc,Age 13+,Mystery,"Following his harrowing first mission, Alex Rider is thrust back into action. Infiltrating a prestigious academy in the French Alps, he uncovers a sinister plot involving bioweapons and a powerful, elusive mastermind. Using his wit, gadgets, and newfound allies, Alex navigates a treacherous path between school life and deadly espionage."
A Spoonful of Jam,Age 9+,Folktale,"After their grandmother’s death, siblings Emma and Ben reunite at her charming cottage. Sharing a pot of her infamous raspberry jam, they confront buried grief, hidden secrets, and long-held resentments. As they savor the bittersweet memories, they learn to forgive and rediscover the strength of their bond."
Stormbreaker,Age 13+,Mystery,"Fourteen-year-old Alex Rider's world flips when he discovers his uncle was a secret agent, murdered during a mission. Thrust into espionage himself, Alex faces mortal danger, grappling with grief, betrayal, and a powerful enemy. Using his intelligence and newfound gadgets, he embarks on a thrilling adventure to avenge his uncle and uncover the truth."
Holes,Age 10+,Adventure,"Stanley Yelnats, falsely accused of theft, is sent to Camp Green Lake, a brutal desert juvenile detention center. Digging endless holes for ""character improvement,"" Stanley uncovers a dark history, a hidden treasure, and a chance to clear his name. With newfound friends and unexpected courage, he confronts injustice and escapes to freedom."
The Ruby in the Smoke,Age 12+,Mystery,"In Victorian London, spirited teenager Sarah Plum is thrust into a world of intrigue when her friend’s father disappears with a priceless ruby. With sharp wit and a knack for disguise, Sarah navigates perilous back alleys and aristocratic drawing rooms, unraveling a web of secrets and facing danger at every turn."
Catherine Certitude,Age 9+,Fiction,"In medieval France, Catherine, a young woman forced into a loveless marriage, defies expectations. As she pursues knowledge and independence, she navigates political intrigue, religious turmoil, and social boundaries. Catherine's unwavering spirit and courage pave the way for a life beyond societal constraints."
Return to the Secret Garden,Age 10+,Fantasy,"Mary Lennox, no longer the sullen child, returns to Misselthwaite Manor years later. The once neglected Secret Garden thrives, but shadows from the past linger. Mary, joined by a new generation of children, rediscovers the magic of the garden, facing both internal and external challenges with renewed resilience and friendship."
The Subtle Knife,Age 10+,"Fantasy, Adventure","Will Parry, grieving his murdered father, finds him alive in a parallel world – Cittàgazze. Aided by Lyra Belacqua, Will embarks on a perilous journey across worlds, wielding the titular Subtle Knife that cuts through realities. Facing assassins, spectres, and treacherous allies, they search for answers and fight to mend the fragile fabric between worlds."
Mortal Engines,Age 11+,Adventure,"In a world built on moving cities, Hester Shaw, a hunted orphan, and Tom Natsworthy, a young historian, join forces against the monstrous London. They navigate treacherous landscapes, battling predatory machines and ruthless societies, determined to stop the city's destructive path and uncover the secrets of their own destinies."
A Traveller in Time,Age 9+,Fiction,"Victorian gentleman Charles Richard Laverty encounters a mysterious stranger offering him a time-traveling adventure. Thrust into the future, Charles witnesses a world vastly different from his own, grappling with technological marvels and societal upheavals. His journey through time tests his understanding of history, identity, and the very fabric of existence."
Tom's Midnight Garden,Age  5-9,Fantasy,"Lonely Tom discovers a magical hidden garden accessible only at midnight. This nocturnal haven becomes his secret refuge, filled with playful topiary animals, a mysterious grandfather clock, and whimsical adventures. Through the garden, Tom confronts his grief, loneliness, and imagination, finding solace and self-discovery in the world beyond time."
Truckers,Age 9+,Adventure,"A stoic trucker with a haunted past embarks on a cross-country delivery with a chatty rookie, their journey punctuated by roadside diners, hidden truck stops, and a shadowy figure lurking in the rearview mirror."
Ballet Shoes,Age 8+,Folktale,"A timid girl discovers a dusty pair of ballet shoes in the attic, their worn silk whispering tales of forgotten dreams. With each pirouette, she sheds her shyness and takes flight, her newfound confidence a dazzling dance on the stage of life."
The Witches,Age 9+,Fantasy,"A mischievous young witch stumbles upon a forbidden grimoire, unleashing a coven of cackling hags upon her village. Armed with a mischievous grin and a cauldron full of wit, she must outsmart the witches in a spellbinding showdown."
Dragon Rider,Age 8+,Fantasy,"A reluctant blacksmith, marked by a fiery birthmark, awakens his ancestral bond with a majestic dragon. Together, they soar through storm-wracked skies, battling ancient evils and forging a destiny brighter than any forge."
The Moon of Gomrath,Age 10+,Sci-Fi,"On a desolate lunar colony, a rebellious teenager defies the oppressive regime, uncovering a hidden truth about the moon's origins that could ignite a revolution under the pale glow of Gomrath."
An Episode of Sparrows,Age 10+,Mystery,"A flock of sparrows descends upon a quaint village, leaving behind cryptic messages etched in feathers. A curious detective, aided by a wise old birdwatcher, unravels the sparrows' secrets, leading them to a hidden truth that will change the village forever."
The Edge Chronicles: Stormchaser,Age 10+,Action,"Stormchaser, a fearless sky-pirate captain, navigates a treacherous ocean of clouds aboard his skyship, the Zephyr. Braving howling gales and monstrous sky-whales, he hunts for legendary artifacts and evades the clutches of the tyrannical Skyhold Guard."
The Twits,Age 10+,Folktale,"Mr. and Mrs. Twit, two nasty creatures covered in sticky goo and smelly cheese, torment the kind Mr. and Mrs. Muggle-Wump. But a mischievous band of monkeys and a cunning plan involving a Roly-Poly bird turn the tables, teaching the Twits a sticky lesson they won't soon forget."
The Edge Chronicles: Beyond the Deepwoods,Age 10+,Fantasy,"Twig, a half-goblin with a thirst for adventure, journeys beyond the Deepwoods, a land shrouded in ancient magic. He encounters talking trees, mischievous sprites, and a grumpy troll with a surprising secret, all while searching for his missing father and unlocking his own magical abilities."
The Toilet of Doom,Age 8+,Horror,"A seemingly ordinary toilet plunges a family's vacation into a nightmare. Strange noises, swirling vortexes, and disappearing socks hint at a malevolent presence lurking within the porcelain abyss. Can they escape the clutches of the Toilet of Doom before it flushes them away forever?"
The Borrowers,Age 9+,Fantasy,"In a hidden world beneath the floorboards, tiny Borrowers navigate the perilous world of human households, scrounging for ""borrowings"" while dodging the clumsy feet and watchful eyes of the giants above."
Flightsend,Age 11+,Sci-Fi,"A lone scientist in a remote Arctic lab, haunted by past failures, stumbles upon a groundbreaking discovery - a portal to another dimension inhabited by strange and wondrous creatures. But the line between worlds is fragile, and a decision threatens to unravel the cosmos."
The Story of Antigone,Age 9+,Mystery,"In defiance of tyranny and ancient laws, a rebellious teenage princess chooses to bury her slain brother, sparking a conflict that pits family loyalty against civic duty and threatens to tear Thebes apart."
The Dark is Rising,Age 9+,Fantasy,"Will Stanton, an unassuming teenager, discovers he's the last of the Dark is Rising series, destined to wield ancient magic and defend the world against the forces of darkness as winter solstice approaches."
Alex Rider Mission 3: Skeleton Key,Age 11+,Mystery,"Teenage superspy Alex Rider infiltrates a remote Scottish boarding school on a perilous mission to uncover the secrets of a cryptic device called ""Skeleton Key,"" but faces treacherous allies, hidden agendas, and a deadly secret society guarding the truth."
A Song for Summer,Age 12+,Romance,"Under the golden haze of a Tuscan summer, a budding musician finds inspiration and love in the charming Italian village of Cortona, but their blossoming romance faces the bittersweet melody of impending departures and life's changing chords."
The Series of Unfortunate Events: The Bad Beginning,Age 9+,Comedy,"The Baudelaire orphans, Violet, Klaus, and Sunny, fall prey to the conniving Count Olaf, their opulent lives reduced to poverty and peril as they face traps, disguises, and the Count's relentless schemes to steal their inheritance."
The Hobbit,Age 8+,Adventure,"Bilbo Baggins, a timid hobbit, joins a band of dwarves on a quest to reclaim their lost treasure from the dragon Smaug, venturing through treacherous mountains, encountering trolls and goblins, and discovering courage and camaraderie he never knew he possessed."
Emil and the Detectives,Age 9+,Mystery,"A resourceful young boy on a train journey to Berlin is robbed and stranded by a cunning thief, but with the help of a streetwise gang of kids, he turns the tables, outsmarting the criminals and leading a thrilling chase through the bustling city to recover his stolen belongings."
Skellig,Age 10+,Adventure,"A lonely, bullied child discovers a mysterious creature hidden in his family's derelict garage, forming an unlikely bond with the otherworldly being that sparks his imagination, challenges his fears, and opens his eyes to the magic hidden within the ordinary."
The Dead Men Stood Together,Age 12+,Horror,"The storm raged on as the ship sailed towards the rocky shore. Captain Blackbeard cursed and shouted orders to his crew, but it was too late. The ship crashed and splintered, sending men and treasure into the dark water. Blackbeard clung to a piece of wood, hoping to survive. He saw a light in the distance, a lighthouse. He swam towards it, but as he got closer, he realized it was not a lighthouse. It was a tower of bones, piled high by the undead. They were his former victims, the ones he had killed and robbed. They had risen from their watery graves to take revenge. They reached out for him, pulling him into their embrace. The dead men stood together, and Blackbeard joined them."
The Chronicles of Narmo,Age 10+,Fantasy,"Narmo was a land of magic and wonder, where animals could talk and trees could walk. It was ruled by the wise and benevolent King Aslan, a lion who was also the son of the Emperor-Over-the-Sea. But Narmo had a dark history, a time when it was enslaved by the White Witch, who made it always winter and never Christmas. She was defeated by four children from another world, who became the kings and queens of Narmo. They ruled for many years, until they returned to their own world through a magic wardrobe. But their story was not over. They would come back to Narmo, along with other friends and foes, to face new adventures and challenges. These are the chronicles of Narmo, the stories of the heroes and villains who shaped its destiny."
The Secret Diary of Adrian Mole Aged 13 3/4,Age 12+,Comedy,"Adrian Mole is a teenager with a lot of problems. His parents are always fighting, his dog is sick, his best friend Nigel has a new girlfriend, and his crush Pandora has joined the Communist Party. He also has to deal with school, acne, bullies, and his annoying neighbour Mr. Lucas. He writes down all his thoughts and feelings in his secret diary, hoping to make sense of his life. He dreams of becoming a famous writer, a poet, or a intellectual. But he often ends up in embarrassing and hilarious situations, such as getting stuck in a dress, being mistaken for a burglar, or having his poems rejected by the BBC. He is naive, optimistic, and sometimes delusional, but he is also funny, honest, and lovable. He is Adrian Mole, aged 13 3/4."
The Silver Sword,Age 9+,Fiction,"The Silver Sword is a symbol of hope and courage for four children during World War II. They are the Balicki siblings, Ruth, Edek, and Bronia, and their friend Jan, a street urchin. They live in Warsaw, Poland, under the Nazi occupation. Their father, a schoolteacher, is arrested and sent to a prison camp. Their mother is taken away by the soldiers. The children are left alone, homeless and hungry. They decide to escape from Warsaw and find their parents. Along the way, they meet Jan, who has a silver sword that belongs to their father. He tells them that their father is in Switzerland, and that the sword will help them reunite with him. The children embark on a perilous journey across Europe, facing dangers, hardships, and kindness from strangers. The silver sword guides them to their destination, and to their family."
Dangerous Reality,Age 10+,Mystery,"Evan is a hacker who loves to play virtual reality games. He is always looking for new challenges and thrills. He hears about a game called Dangerous Reality, a game that claims to be the most realistic and immersive ever. He decides to try it out, but he soon realizes that he has made a terrible mistake. The game is not a game, but a trap. It is controlled by a mysterious and sinister organization that wants to use Evan's skills for their own agenda. They force him to hack into various systems and networks, threatening to kill him if he refuses or fails. Evan is trapped in a dangerous reality, where he can't trust anyone or anything. He has to find a way out, before it's too late."
Inkheart,Age 8+,Fantasy,"Meggie is a girl who loves books more than anything. Her father, Mo, is a bookbinder who has a special gift: he can bring characters from books to life by reading aloud. But this gift comes with a price: whenever he reads something out, something from the real world goes in. One night, he reads a book called Inkheart, and unleashes a villain named Capricorn and his henchmen. He also loses his wife, who disappears into the book. Meggie and Mo have to find a way to stop Capricorn, who wants to use Mo's power to create a new world of his own. They are helped by Dustfinger, a fire-eater who came out of Inkheart, and Elinor, Meggie's aunt who loves books as much as she does. Together, they face a dangerous adventure that will take them to the heart of Inkheart."
The Amber Spyglass,Age 10+,Fantasy,"The Amber Spyglass is the final book in the His Dark Materials trilogy, a series that explores parallel worlds, magic, and the nature of the universe. The main characters are Lyra, a girl who can read a device called the alethiometer, and Will, a boy who can cut windows between worlds with a knife. They are on a quest to find the source of Dust, a mysterious substance that connects everything. They are also in love, but their love is threatened by a prophecy that says they will have to make a choice that will affect the fate of all worlds. They are pursued by enemies, such as the Church, the Authority, and Mrs. Coulter, Lyra's mother. They are aided by friends, such as the witches, the armoured bears, and the angels. They also discover a new world, where they meet the mulefa, a race of creatures who have a special bond with the trees. The Amber Spyglass is a story of war, betrayal, sacrifice, and redemption."
Alex Rider Mission 5: Scorpia,Age 11+,Mystery,"Alex Rider is a teenage spy who works for MI6, the British secret service. He has been on many dangerous missions, but none more personal than this one. He has learned that his father was a member of Scorpia, a criminal organization that is behind many terrorist attacks. He also learns that Scorpia has a plan to kill thousands of schoolchildren in London, using a deadly virus. Alex decides to infiltrate Scorpia, hoping to find out the truth about his father and stop their plot. He meets Julia Rothman, the leader of Scorpia, who offers him a chance to join them. She also reveals a shocking secret about Alex's past, that will change his life forever. Alex has to make a choice: to be loyal to MI6, or to join Scorpia."
Predator's Gold,Age 10+,Fiction,"Predator's Gold is the second book in the Mortal Engines quartet, a series that imagines a post-apocalyptic world where cities are mobile and hunt each other for resources. The main characters are Tom and Hester, two fugitives who escaped from London, a city that was destroyed by a superweapon. They live on board the Jenny Haniver, a flying airship that belongs to Anna Fang, a rebel leader who was killed by a cyborg assassin. They are looking for a new home, and they find it in Anchorage, a peaceful ice city that is heading for a mythical land called America. But Anchorage is not as safe as it seems. It is haunted by a ghost, stalked by a pirate, and betrayed by a spy. Tom and Hester have to face new enemies and old friends, as they try to survive in a world of predator's gold."
The Princess Diaries,Age 12+,Adventure,"Mia Thermopolis is a normal teenager who lives in New York with her artist mother and her cat Fat Louie. She has a crush on her best friend's brother, Michael, but she thinks he doesn't notice her. She also has to deal with her strict algebra teacher, Mr. Gianini, who is dating her mother, and her annoying nemesis, Lana Weinberger, who makes fun of her. Her life changes dramatically when she finds out that she is the princess of Genovia, a small European country. She is the only heir of her father, who is the king, and who she never knew. She has to learn how to act like a princess, with the help of her grandmother, Clarisse, who is the queen. She also has to deal with the media, the paparazzi, and the public, who are all interested in her. She has to balance her normal life and her royal life, and find her true self. She writes all her thoughts and feelings in her diary, which is full of humor, sarcasm, and romance. She is the princess diaries."
